relative_path,category
images_processed/Road/damaged_roads/000035.jpg,Road
images_processed/Road/damaged_roads/000120.jpg,Road
images_processed/Road/damaged_roads/000188.jpg,Road
images_processed/Road/damaged_roads/000136.jpg,Road
images_processed/Road/damaged_roads/000044.jpg,Road
images_processed/Road/damaged_roads/000174.jpg,Road
images_processed/Road/damaged_roads/000187.jpg,Road
images_processed/Road/damaged_roads/000052.jpg,Road
images_processed/Road/damaged_roads/000012.jpg,Road
images_processed/Road/damaged_roads/000116.jpg,Road
images_processed/Road/damaged_roads/000189.jpg,Road
images_processed/Road/damaged_roads/000072.jpg,Road
images_processed/Road/damaged_roads/000088.jpg,Road
images_processed/Road/damaged_roads/000157.jpg,Road
images_processed/Road/damaged_roads/000125.jpg,Road
images_processed/Road/damaged_roads/000079.jpg,Road
images_processed/Road/damaged_roads/000019.jpg,Road
images_processed/Road/damaged_roads/000030.jpg,Road
images_processed/Road/damaged_roads/000210.jpg,Road
images_processed/Road/damaged_roads/000220.jpg,Road
images_processed/Road/damaged_roads/000213.jpg,Road
images_processed/Road/damaged_roads/000113.jpg,Road
images_processed/Road/damaged_roads/000168.jpg,Road
images_processed/Road/damaged_roads/000179.jpg,Road
images_processed/Road/damaged_roads/000104.jpg,Road
images_processed/Road/damaged_roads/000166.jpg,Road
images_processed/Road/damaged_roads/000016.jpg,Road
images_processed/Road/damaged_roads/000092.jpg,Road
images_processed/Road/damaged_roads/000027.jpg,Road
images_processed/Road/damaged_roads/000024.jpg,Road
images_processed/Road/damaged_roads/000195.jpg,Road
images_processed/Road/damaged_roads/000122.jpg,Road
images_processed/Road/damaged_roads/000063.jpg,Road
images_processed/Road/damaged_roads/000216.jpg,Road
images_processed/Road/damaged_roads/000047.jpg,Road
images_processed/Road/damaged_roads/000140.jpg,Road
images_processed/Road/damaged_roads/000169.jpg,Road
images_processed/Road/damaged_roads/000223.jpg,Road
images_processed/Road/damaged_roads/000085.jpg,Road
images_processed/Road/damaged_roads/000126.jpg,Road
images_processed/Road/damaged_roads/000123.jpg,Road
images_processed/Road/damaged_roads/000043.jpg,Road
images_processed/Road/damaged_roads/000083.jpg,Road
images_processed/Road/damaged_roads/000194.jpg,Road
images_processed/Road/damaged_roads/000180.jpg,Road
images_processed/Road/damaged_roads/000070.jpg,Road
images_processed/Road/damaged_roads/000221.jpg,Road
images_processed/Road/damaged_roads/000089.jpg,Road
images_processed/Road/damaged_roads/000068.jpg,Road
images_processed/Road/damaged_roads/000010.jpg,Road
images_processed/Road/damaged_roads/000064.jpg,Road
images_processed/Road/damaged_roads/000121.jpg,Road
images_processed/Road/damaged_roads/000101.jpg,Road
images_processed/Road/damaged_roads/000094.jpg,Road
images_processed/Road/damaged_roads/000015.jpg,Road
images_processed/Road/damaged_roads/000175.jpg,Road
images_processed/Road/damaged_roads/000156.jpg,Road
images_processed/Road/damaged_roads/000099.jpg,Road
images_processed/Road/damaged_roads/000186.jpg,Road
images_processed/Road/damaged_roads/000198.jpg,Road
images_processed/Road/damaged_roads/000159.jpg,Road
images_processed/Road/damaged_roads/000191.jpg,Road
images_processed/Road/damaged_roads/000067.jpg,Road
images_processed/Road/damaged_roads/000002.jpg,Road
images_processed/Road/damaged_roads/000222.jpg,Road
images_processed/Road/damaged_roads/000008.jpg,Road
images_processed/Road/damaged_roads/000093.jpg,Road
images_processed/Road/damaged_roads/000178.jpg,Road
images_processed/Road/damaged_roads/000153.jpg,Road
images_processed/Road/damaged_roads/000172.jpg,Road
images_processed/Road/damaged_roads/000087.jpg,Road
images_processed/Road/damaged_roads/000001.jpg,Road
images_processed/Road/damaged_roads/000023.jpg,Road
images_processed/Road/damaged_roads/000132.jpg,Road
images_processed/Road/damaged_roads/000009.jpg,Road
images_processed/Road/damaged_roads/000054.jpg,Road
images_processed/Road/damaged_roads/000145.jpg,Road
images_processed/Road/damaged_roads/000065.jpg,Road
images_processed/Road/damaged_roads/000032.jpg,Road
images_processed/Road/damaged_roads/000061.jpg,Road
images_processed/Road/damaged_roads/000206.jpg,Road
images_processed/Road/damaged_roads/000171.jpg,Road
images_processed/Road/damaged_roads/000138.jpg,Road
images_processed/Road/damaged_roads/000007.jpg,Road
images_processed/Road/damaged_roads/000117.jpg,Road
images_processed/Road/damaged_roads/000025.jpg,Road
images_processed/Road/damaged_roads/000148.jpg,Road
images_processed/Road/damaged_roads/000167.jpg,Road
images_processed/Road/damaged_roads/000058.jpg,Road
images_processed/Road/damaged_roads/000103.jpg,Road
images_processed/Road/damaged_roads/000176.jpg,Road
images_processed/Road/damaged_roads/000049.jpg,Road
images_processed/Road/damaged_roads/000141.jpg,Road
images_processed/Road/damaged_roads/000201.jpg,Road
images_processed/Road/damaged_roads/000207.jpg,Road
images_processed/Road/damaged_roads/000212.jpg,Road
images_processed/Road/damaged_roads/000214.jpg,Road
images_processed/Road/damaged_roads/000098.jpg,Road
images_processed/Road/damaged_roads/000119.jpg,Road
images_processed/Road/damaged_roads/000018.jpg,Road
images_processed/Road/damaged_roads/000082.jpg,Road
images_processed/Road/roads_with_potholes/000158.jpg,Road
images_processed/Road/roads_with_potholes/000162.jpg,Road
images_processed/Road/roads_with_potholes/000022.jpg,Road
images_processed/Road/roads_with_potholes/000177.jpg,Road
images_processed/Road/roads_with_potholes/000150.jpg,Road
images_processed/Road/roads_with_potholes/000146.jpg,Road
images_processed/Road/roads_with_potholes/000109.jpg,Road
images_processed/Road/roads_with_potholes/000163.jpg,Road
images_processed/Road/roads_with_potholes/000111.jpg,Road
images_processed/Road/roads_with_potholes/000164.jpg,Road
images_processed/Road/roads_with_potholes/000131.jpg,Road
images_processed/Road/roads_with_potholes/000074.jpg,Road
images_processed/Road/roads_with_potholes/000095.jpg,Road
images_processed/Road/roads_with_potholes/000205.jpg,Road
images_processed/Road/roads_with_potholes/000151.jpg,Road
images_processed/Road/roads_with_potholes/000045.jpg,Road
images_processed/Road/roads_with_potholes/000155.jpg,Road
images_processed/Road/roads_with_potholes/000184.jpg,Road
images_processed/Road/roads_with_potholes/000134.jpg,Road
images_processed/Road/roads_with_potholes/000202.jpg,Road
images_processed/Road/roads_with_potholes/000042.jpg,Road
images_processed/Road/roads_with_potholes/000091.jpg,Road
images_processed/Road/roads_with_potholes/000130.jpg,Road
images_processed/Road/roads_with_potholes/000139.jpg,Road
images_processed/Road/roads_with_potholes/000170.jpg,Road
images_processed/Road/roads_with_potholes/000100.jpg,Road
images_processed/Road/roads_with_potholes/000160.jpg,Road
images_processed/Road/roads_with_potholes/000192.jpg,Road
images_processed/Road/roads_with_potholes/000038.jpg,Road
images_processed/Road/roads_with_potholes/000208.jpg,Road
images_processed/Road/roads_with_potholes/000039.jpg,Road
images_processed/Road/roads_with_potholes/000050.jpg,Road
images_processed/Road/roads_with_potholes/000004.jpg,Road
images_processed/Road/roads_with_potholes/000031.jpg,Road
images_processed/Road/roads_with_potholes/000075.jpg,Road
images_processed/Road/roads_with_potholes/000161.jpg,Road
images_processed/Road/roads_with_potholes/000183.jpg,Road
images_processed/Road/roads_with_potholes/000060.jpg,Road
images_processed/Road/roads_with_potholes/000026.jpg,Road
images_processed/Road/roads_with_potholes/000182.jpg,Road
images_processed/Road/roads_with_potholes/000190.jpg,Road
images_processed/Road/roads_with_potholes/000124.jpg,Road
images_processed/Road/roads_with_potholes/000133.jpg,Road
images_processed/Road/roads_with_potholes/000036.jpg,Road
images_processed/Road/roads_with_potholes/000135.jpg,Road
images_processed/Road/roads_with_potholes/000115.jpg,Road
images_processed/Road/roads_with_potholes/000078.jpg,Road
images_processed/Road/roads_with_potholes/000200.jpg,Road
images_processed/Road/roads_with_potholes/000084.jpg,Road
images_processed/Road/roads_with_potholes/000114.jpg,Road
images_processed/Road/roads_with_potholes/000011.jpg,Road
images_processed/Road/roads_with_potholes/000112.jpg,Road
images_processed/Road/roads_with_potholes/000097.jpg,Road
images_processed/Road/roads_with_potholes/000129.jpg,Road
images_processed/Road/roads_with_potholes/000062.jpg,Road
images_processed/Road/roads_with_potholes/000118.jpg,Road
images_processed/Road/roads_with_potholes/000034.jpg,Road
images_processed/Road/roads_with_potholes/000005.jpg,Road
images_processed/Road/roads_with_potholes/000037.jpg,Road
images_processed/Road/roads_with_potholes/000149.jpg,Road
images_processed/Road/roads_with_potholes/000173.jpg,Road
images_processed/Road/roads_with_potholes/000196.jpg,Road
images_processed/Road/roads_with_potholes/000143.jpg,Road
images_processed/Road/roads_with_potholes/000204.jpg,Road
images_processed/Road/roads_with_potholes/000106.jpg,Road
images_processed/Road/roads_with_potholes/000128.jpg,Road
images_processed/Road/roads_with_potholes/000051.jpg,Road
images_processed/Road/roads_with_potholes/000033.jpg,Road
images_processed/Road/roads_with_potholes/000147.jpg,Road
images_processed/Road/roads_with_potholes/000059.jpg,Road
images_processed/Road/roads_with_potholes/000028.jpg,Road
images_processed/Road/roads_with_potholes/000154.jpg,Road
images_processed/Road/roads_with_potholes/000165.jpg,Road
images_processed/Road/roads_with_potholes/000209.jpg,Road
images_processed/Road/roads_with_potholes/000020.jpg,Road
images_processed/Road/roads_with_potholes/000021.jpg,Road
images_processed/Road/roads_with_potholes/000105.jpg,Road
images_processed/Road/roads_with_potholes/000013.jpg,Road
images_processed/Road/roads_with_potholes/000144.jpg,Road
images_processed/Road/roads_with_potholes/000080.jpg,Road
images_processed/Road/roads_with_potholes/000077.jpg,Road
images_processed/Road/roads_with_potholes/000108.jpg,Road
images_processed/Road/roads_with_potholes/000199.jpg,Road
images_processed/Road/roads_with_potholes/000053.jpg,Road
images_processed/Road/roads_with_potholes/000110.jpg,Road
images_processed/Road/roads_with_potholes/000217.jpg,Road
images_processed/Road/roads_with_potholes/000048.jpg,Road
images_processed/Road/roads_with_potholes/000040.jpg,Road
images_processed/Road/roads_with_potholes/000056.jpg,Road
images_processed/Road/roads_with_potholes/000076.jpg,Road
images_processed/Road/roads_with_potholes/000142.jpg,Road
images_processed/Road/roads_with_potholes/000086.jpg,Road
images_processed/Road/roads_with_potholes/000181.jpg,Road
images_processed/Road/roads_with_potholes/000014.jpg,Road
images_processed/Road/roads_with_potholes/000107.jpg,Road
images_processed/Road/roads_with_potholes/000127.jpg,Road
images_processed/Road/roads_with_potholes/000041.jpg,Road
images_processed/Road/roads_with_potholes/000102.jpg,Road
images_processed/Road/roads_with_potholes/000152.jpg,Road
images_processed/Road/roads_with_potholes/000057.jpg,Road
images_processed/Road/roads_with_potholes/000069.jpg,Road
images_processed/Road/roads_with_potholes/000090.jpg,Road
images_processed/Road/roads_with_potholes/000081.jpg,Road
images_processed/Road/roads_with_potholes/000017.jpg,Road
images_processed/Road/roads_with_potholes/000066.jpg,Road
images_processed/Road/roads_with_potholes/000006.jpg,Road
images_processed/Road/roads_with_potholes/000185.jpg,Road
images_processed/Road/roads_with_potholes/000073.jpg,Road
images_processed/Road/roads_with_potholes/000203.jpg,Road
images_processed/Road/roads_with_potholes/000055.jpg,Road
images_processed/Road/roads_with_potholes/000215.jpg,Road
images_processed/Road/roads_with_potholes/000137.jpg,Road
images_processed/Road/roads_with_potholes/000071.jpg,Road
images_processed/Road/roads_with_potholes/000029.jpg,Road
images_processed/Road/roads_with_potholes/000096.jpg,Road
images_processed/Road/roads_with_potholes/000046.jpg,Road
images_processed/Road/roads_with_potholes/000003.jpg,Road
images_processed/Road/roads_with_potholes/000211.jpg,Road
images_processed/Road/roads_with_potholes/000197.jpg,Road
images_processed/Road/roads_with_potholes/000193.jpg,Road
images_processed/Road/roads_with_potholes/000035.jpg,Road
images_processed/Road/roads_with_potholes/000120.jpg,Road
images_processed/Road/roads_with_potholes/000188.jpg,Road
images_processed/Road/roads_with_potholes/000136.jpg,Road
images_processed/Road/roads_with_potholes/000044.jpg,Road
images_processed/Road/roads_with_potholes/000174.jpg,Road
images_processed/Road/roads_with_potholes/000187.jpg,Road
images_processed/Road/roads_with_potholes/000052.jpg,Road
images_processed/Road/roads_with_potholes/000012.jpg,Road
images_processed/Road/roads_with_potholes/000116.jpg,Road
images_processed/Road/roads_with_potholes/000189.jpg,Road
images_processed/Road/roads_with_potholes/000072.jpg,Road
images_processed/Road/roads_with_potholes/000088.jpg,Road
images_processed/Road/roads_with_potholes/000157.jpg,Road
images_processed/Road/roads_with_potholes/000125.jpg,Road
images_processed/Road/roads_with_potholes/000079.jpg,Road
images_processed/Road/roads_with_potholes/000019.jpg,Road
images_processed/Road/roads_with_potholes/000030.jpg,Road
images_processed/Road/roads_with_potholes/000210.jpg,Road
images_processed/Road/roads_with_potholes/000213.jpg,Road
images_processed/Road/roads_with_potholes/000113.jpg,Road
images_processed/Road/roads_with_potholes/000168.jpg,Road
images_processed/Road/roads_with_potholes/000179.jpg,Road
images_processed/Road/roads_with_potholes/000104.jpg,Road
images_processed/Road/roads_with_potholes/000166.jpg,Road
images_processed/Road/roads_with_potholes/000016.jpg,Road
images_processed/Road/roads_with_potholes/000092.jpg,Road
images_processed/Road/roads_with_potholes/000027.jpg,Road
images_processed/Road/roads_with_potholes/000024.jpg,Road
images_processed/Road/roads_with_potholes/000195.jpg,Road
images_processed/Road/roads_with_potholes/000122.jpg,Road
images_processed/Road/roads_with_potholes/000063.jpg,Road
images_processed/Road/roads_with_potholes/000216.jpg,Road
images_processed/Road/roads_with_potholes/000047.jpg,Road
images_processed/Road/roads_with_potholes/000140.jpg,Road
images_processed/Road/roads_with_potholes/000169.jpg,Road
images_processed/Road/roads_with_potholes/000085.jpg,Road
images_processed/Road/roads_with_potholes/000126.jpg,Road
images_processed/Road/roads_with_potholes/000123.jpg,Road
images_processed/Road/roads_with_potholes/000043.jpg,Road
images_processed/Road/roads_with_potholes/000083.jpg,Road
images_processed/Road/roads_with_potholes/000194.jpg,Road
images_processed/Road/roads_with_potholes/000180.jpg,Road
images_processed/Road/roads_with_potholes/000070.jpg,Road
images_processed/Road/roads_with_potholes/000089.jpg,Road
images_processed/Road/roads_with_potholes/000068.jpg,Road
images_processed/Road/roads_with_potholes/000010.jpg,Road
images_processed/Road/roads_with_potholes/000064.jpg,Road
images_processed/Road/roads_with_potholes/000121.jpg,Road
images_processed/Road/roads_with_potholes/000101.jpg,Road
images_processed/Road/roads_with_potholes/000094.jpg,Road
images_processed/Road/roads_with_potholes/000015.jpg,Road
images_processed/Road/roads_with_potholes/000175.jpg,Road
images_processed/Road/roads_with_potholes/000156.jpg,Road
images_processed/Road/roads_with_potholes/000099.jpg,Road
images_processed/Road/roads_with_potholes/000186.jpg,Road
images_processed/Road/roads_with_potholes/000198.jpg,Road
images_processed/Road/roads_with_potholes/000159.jpg,Road
images_processed/Road/roads_with_potholes/000191.jpg,Road
images_processed/Road/roads_with_potholes/000067.jpg,Road
images_processed/Road/roads_with_potholes/000002.jpg,Road
images_processed/Road/roads_with_potholes/000008.jpg,Road
images_processed/Road/roads_with_potholes/000093.jpg,Road
images_processed/Road/roads_with_potholes/000178.jpg,Road
images_processed/Road/roads_with_potholes/000153.jpg,Road
images_processed/Road/roads_with_potholes/000172.jpg,Road
images_processed/Road/roads_with_potholes/000087.jpg,Road
images_processed/Road/roads_with_potholes/000001.jpg,Road
images_processed/Road/roads_with_potholes/000023.jpg,Road
images_processed/Road/roads_with_potholes/000132.jpg,Road
images_processed/Road/roads_with_potholes/000009.jpg,Road
images_processed/Road/roads_with_potholes/000054.jpg,Road
images_processed/Road/roads_with_potholes/000145.jpg,Road
images_processed/Road/roads_with_potholes/000065.jpg,Road
images_processed/Road/roads_with_potholes/000032.jpg,Road
images_processed/Road/roads_with_potholes/000061.jpg,Road
images_processed/Road/roads_with_potholes/000206.jpg,Road
images_processed/Road/roads_with_potholes/000171.jpg,Road
images_processed/Road/roads_with_potholes/000138.jpg,Road
images_processed/Road/roads_with_potholes/000007.jpg,Road
images_processed/Road/roads_with_potholes/000117.jpg,Road
images_processed/Road/roads_with_potholes/000025.jpg,Road
images_processed/Road/roads_with_potholes/000148.jpg,Road
images_processed/Road/roads_with_potholes/000167.jpg,Road
images_processed/Road/roads_with_potholes/000058.jpg,Road
images_processed/Road/roads_with_potholes/000103.jpg,Road
images_processed/Road/roads_with_potholes/000176.jpg,Road
images_processed/Road/roads_with_potholes/000049.jpg,Road
images_processed/Road/roads_with_potholes/000141.jpg,Road
images_processed/Road/roads_with_potholes/000201.jpg,Road
images_processed/Road/roads_with_potholes/000207.jpg,Road
images_processed/Road/roads_with_potholes/000212.jpg,Road
images_processed/Road/roads_with_potholes/000214.jpg,Road
images_processed/Road/roads_with_potholes/000098.jpg,Road
images_processed/Road/roads_with_potholes/000119.jpg,Road
images_processed/Road/roads_with_potholes/000018.jpg,Road
images_processed/Road/roads_with_potholes/000082.jpg,Road
images_processed/Road/broken_streets/000158.jpg,Road
images_processed/Road/broken_streets/000162.jpg,Road
images_processed/Road/broken_streets/000022.jpg,Road
images_processed/Road/broken_streets/000177.jpg,Road
images_processed/Road/broken_streets/000150.jpg,Road
images_processed/Road/broken_streets/000146.jpg,Road
images_processed/Road/broken_streets/000109.jpg,Road
images_processed/Road/broken_streets/000163.jpg,Road
images_processed/Road/broken_streets/000111.jpg,Road
images_processed/Road/broken_streets/000164.jpg,Road
images_processed/Road/broken_streets/000131.jpg,Road
images_processed/Road/broken_streets/000074.jpg,Road
images_processed/Road/broken_streets/000095.jpg,Road
images_processed/Road/broken_streets/000205.jpg,Road
images_processed/Road/broken_streets/000151.jpg,Road
images_processed/Road/broken_streets/000045.jpg,Road
images_processed/Road/broken_streets/000155.jpg,Road
images_processed/Road/broken_streets/000184.jpg,Road
images_processed/Road/broken_streets/000134.jpg,Road
images_processed/Road/broken_streets/000202.jpg,Road
images_processed/Road/broken_streets/000042.jpg,Road
images_processed/Road/broken_streets/000091.jpg,Road
images_processed/Road/broken_streets/000130.jpg,Road
images_processed/Road/broken_streets/000139.jpg,Road
images_processed/Road/broken_streets/000170.jpg,Road
images_processed/Road/broken_streets/000100.jpg,Road
images_processed/Road/broken_streets/000160.jpg,Road
images_processed/Road/broken_streets/000192.jpg,Road
images_processed/Road/broken_streets/000038.jpg,Road
images_processed/Road/broken_streets/000208.jpg,Road
images_processed/Road/broken_streets/000039.jpg,Road
images_processed/Road/broken_streets/000050.jpg,Road
images_processed/Road/broken_streets/000004.jpg,Road
images_processed/Road/broken_streets/000226.jpg,Road
images_processed/Road/broken_streets/000031.jpg,Road
images_processed/Road/broken_streets/000075.jpg,Road
images_processed/Road/broken_streets/000161.jpg,Road
images_processed/Road/broken_streets/000183.jpg,Road
images_processed/Road/broken_streets/000060.jpg,Road
images_processed/Road/broken_streets/000026.jpg,Road
images_processed/Road/broken_streets/000182.jpg,Road
images_processed/Road/broken_streets/000190.jpg,Road
images_processed/Road/broken_streets/000124.jpg,Road
images_processed/Road/broken_streets/000133.jpg,Road
images_processed/Road/broken_streets/000036.jpg,Road
images_processed/Road/broken_streets/000135.jpg,Road
images_processed/Road/broken_streets/000115.jpg,Road
images_processed/Road/broken_streets/000078.jpg,Road
images_processed/Road/broken_streets/000200.jpg,Road
images_processed/Road/broken_streets/000084.jpg,Road
images_processed/Road/broken_streets/000114.jpg,Road
images_processed/Road/broken_streets/000011.jpg,Road
images_processed/Road/broken_streets/000112.jpg,Road
images_processed/Road/broken_streets/000097.jpg,Road
images_processed/Road/broken_streets/000129.jpg,Road
images_processed/Road/broken_streets/000062.jpg,Road
images_processed/Road/broken_streets/000118.jpg,Road
images_processed/Road/broken_streets/000034.jpg,Road
images_processed/Road/broken_streets/000005.jpg,Road
images_processed/Road/broken_streets/000037.jpg,Road
images_processed/Road/broken_streets/000149.jpg,Road
images_processed/Road/broken_streets/000173.jpg,Road
images_processed/Road/broken_streets/000196.jpg,Road
images_processed/Road/broken_streets/000218.jpg,Road
images_processed/Road/broken_streets/000143.jpg,Road
images_processed/Road/broken_streets/000204.jpg,Road
images_processed/Road/broken_streets/000106.jpg,Road
images_processed/Road/broken_streets/000128.jpg,Road
images_processed/Road/broken_streets/000051.jpg,Road
images_processed/Road/broken_streets/000033.jpg,Road
images_processed/Road/broken_streets/000147.jpg,Road
images_processed/Road/broken_streets/000059.jpg,Road
images_processed/Road/broken_streets/000028.jpg,Road
images_processed/Road/broken_streets/000154.jpg,Road
images_processed/Road/broken_streets/000165.jpg,Road
images_processed/Road/broken_streets/000209.jpg,Road
images_processed/Road/broken_streets/000020.jpg,Road
images_processed/Road/broken_streets/000021.jpg,Road
images_processed/Road/broken_streets/000105.jpg,Road
images_processed/Road/broken_streets/000013.jpg,Road
images_processed/Road/broken_streets/000144.jpg,Road
images_processed/Road/broken_streets/000080.jpg,Road
images_processed/Road/broken_streets/000077.jpg,Road
images_processed/Road/broken_streets/000108.jpg,Road
images_processed/Road/broken_streets/000199.jpg,Road
images_processed/Road/broken_streets/000053.jpg,Road
images_processed/Road/broken_streets/000110.jpg,Road
images_processed/Road/broken_streets/000217.jpg,Road
images_processed/Road/broken_streets/000048.jpg,Road
images_processed/Road/broken_streets/000040.jpg,Road
images_processed/Road/broken_streets/000056.jpg,Road
images_processed/Road/broken_streets/000076.jpg,Road
images_processed/Road/broken_streets/000142.jpg,Road
images_processed/Road/broken_streets/000086.jpg,Road
images_processed/Road/broken_streets/000181.jpg,Road
images_processed/Road/broken_streets/000014.jpg,Road
images_processed/Road/broken_streets/000219.jpg,Road
images_processed/Road/broken_streets/000107.jpg,Road
images_processed/Road/broken_streets/000127.jpg,Road
images_processed/Road/broken_streets/000041.jpg,Road
images_processed/Road/broken_streets/000102.jpg,Road
images_processed/Road/broken_streets/000152.jpg,Road
images_processed/Road/broken_streets/000057.jpg,Road
images_processed/Road/broken_streets/000069.jpg,Road
images_processed/Road/broken_streets/000090.jpg,Road
images_processed/Road/broken_streets/000081.jpg,Road
